StripPositionX,StripPositionY,StripPositionZ,StripDirectionX,StripDirectionY,StripDirectionZ,StripNormalX,StripNormalY,StripNormalZ,HitPositionX,HitPositionY,HitPositionZ,PointOfClosestApproachX,PointOfClosestApproachY,PointOfClosestApproachZ,eventID,volumeID
-1503.4,-489.613,-114.95,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-286.878,-53.371,-114.95,-286.878,-53.371,-114.95,19,7
-1503.4,474.662,600.215,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-304.012,222.898,600.215,-304.012,222.898,600.215,19,7
-1503.4,474.662,625.215,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-304.62,232.551,625.215,-304.62,232.551,625.215,19,7
-1503.4,474.662,650.215,-3.83476e-17,3.16962e-32,1,1.83697e-16,1,-2.46519e-32,-305.226,242.204,650.215,-305.226,242.204,650.215,19,7
-726.947,257.887,-164.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-467.944,-103.145,-164.95,-467.944,-103.145,-164.95,20,20
-726.947,257.887,-139.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-469.89,-87.2668,-139.95,-469.89,-87.2668,-139.95,20,20
-726.947,257.887,-114.95,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-471.836,-71.3896,-114.95,-471.836,-71.3896,-114.95,20,20
-726.947,257.887,600.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-527.383,383.171,600.215,-527.383,383.171,600.215,20,20
-726.947,257.887,625.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-529.32,399.058,625.215,-529.32,399.058,625.215,20,20
-726.947,257.887,650.215,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-531.259,414.946,650.215,-531.259,414.946,650.215,20,20
-1115.18,2336.44,3600.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-760.319,2289.71,3600.21,-760.319,2289.71,3600.21,20,24
-1115.18,2336.44,3625.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-762.254,2305.59,3625.21,-762.254,2305.59,3625.21,20,24
-1115.18,2336.44,3650.21,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-764.186,2321.47,3650.21,-764.186,2321.47,3650.21,20,24
-1503.4,3300.71,5835.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-933.374,3709.27,5835.05,-933.374,3709.27,5835.05,20,28
-1503.4,3300.71,5860.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-935.31,3725.15,5860.05,-935.31,3725.15,5860.05,20,28
-1503.4,3300.71,5885.05,0,5.55112e-17,1,6.12323e-17,1,-5.55112e-17,-937.246,3741.03,5885.05,-937.246,3741.03,5885.05,20,28
-726.947,-332.638,-164.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-54.8264,-91.9306,-164.95,-54.8264,-91.9306,-164.95,22,115
-726.947,-332.638,-139.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-55.0536,-78.129,-139.95,-55.0536,-78.129,-139.95,22,115
-726.947,-332.638,-114.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-55.282,-64.3285,-114.95,-55.282,-64.3285,-114.95,22,115
-726.947,781.638,600.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-61.808,330.189,600.215,-61.808,330.189,600.215,22,117
-726.947,781.638,625.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-62.0344,343.983,625.215,-62.0344,343.983,625.215,22,117
-726.947,781.638,650.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-62.2604,357.776,650.215,-62.2604,357.776,650.215,22,117
-1115.18,1745.91,2835.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-80.7007,1563.07,2835.05,-80.7007,1563.07,2835.05,22,116
-1115.18,1745.91,2860.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-80.92,1576.87,2860.05,-80.92,1576.87,2860.05,22,116
-1115.18,1745.91,2885.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-81.1391,1590.68,2885.05,-81.1391,1590.68,2885.05,22,116
-1115.18,1745.91,3600.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-87.7052,1985.54,3600.21,-87.7052,1985.54,3600.21,22,116
-1115.18,1745.91,3625.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-87.9267,1999.35,3625.21,-87.9267,1999.35,3625.21,22,116
-1115.18,1745.91,3650.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-88.1497,2013.16,3650.21,-88.1497,2013.16,3650.21,22,116
-1503.4,2860.19,5835.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-107.795,3220.91,5835.05,-107.795,3220.91,5835.05,22,125
-1503.4,2860.19,5860.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-108.015,3234.28,5859.25,-108.022,3234.72,5860.05,22,125
-1503.4,2860.19,5885.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-108.249,3248.53,5885.05,-108.249,3248.53,5885.05,22,125
-1503.4,3824.46,6600.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-114.742,3643.53,6600.21,-114.742,3643.53,6600.21,22,125
-1503.4,3824.46,6625.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-114.951,3656.71,6624.08,-114.961,3657.34,6625.21,22,125
-1503.4,3824.46,6650.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-115.181,3671.16,6650.21,-115.181,3671.16,6650.21,22,125
-1115.18,198.088,-164.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1772.74,-29.0001,-164.95,-1772.74,-29.0001,-164.95,23,98
-1115.18,198.088,-139.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1777.66,-23.8482,-139.95,-1777.66,-23.8482,-139.95,23,98
-1115.18,198.088,-114.95,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1782.58,-18.6953,-114.95,-1782.58,-18.6953,-114.95,23,98
-1115.18,198.088,600.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1923.6,128.664,600.215,-1923.6,128.664,600.215,23,98
-1115.18,198.088,625.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1928.53,133.815,625.215,-1928.53,133.815,625.215,23,98
-1115.18,198.088,650.215,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-1933.46,138.966,650.215,-1933.46,138.966,650.215,23,98
-1503.4,198.088,2835.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2364.2,588.792,2835.05,-2364.2,588.792,2835.05,23,105
-1503.4,198.088,2860.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2369.14,593.944,2860.05,-2369.14,593.944,2860.05,23,105
-1503.4,198.088,2885.05,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2373.87,598.87,2883.96,-2374.09,599.095,2885.05,23,105
-1503.4,1162.36,3600.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2515.91,746.369,3600.21,-2515.91,746.369,3600.21,23,105
-1503.4,1162.36,3625.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2520.88,751.519,3625.21,-2520.88,751.519,3625.21,23,105
-1503.4,1162.36,3650.21,0,-5.55112e-17,1,6.12323e-17,1,5.55112e-17,-2525.65,756.46,3649.21,-2525.84,756.666,3650.21,23,105
726.947,377.488,-164.95,0,0,1,2.22045e-16,1,0,146.993,-89.7718,-164.95,146.993,-89.7718,-164.95,24,86
726.947,377.488,-139.95,0,0,1,2.22045e-16,1,0,147.606,-74.6662,-139.95,147.606,-74.6662,-139.95,24,86
726.947,377.488,-114.95,0,0,1,2.22045e-16,1,0,148.216,-59.5596,-114.95,148.216,-59.5596,-114.95,24,86
726.947,377.488,600.215,0,0,1,2.22045e-16,1,0,165.866,372.564,600.215,165.866,372.564,600.215,24,86
726.947,377.488,625.215,0,0,1,2.22045e-16,1,0,166.481,387.669,625.215,166.481,387.669,625.215,24,86
726.947,377.488,650.215,0,0,1,2.22045e-16,1,0,167.071,402.131,649.149,167.097,402.775,650.215,24,86
1115.18,1341.76,2835.05,0,0,1,2.22045e-16,1,0,221.012,1723.74,2835.05,221.012,1723.74,2835.05,24,85
1115.18,1341.76,2860.05,0,0,1,2.22045e-16,1,0,221.625,1738.85,2860.05,221.625,1738.85,2860.05,24,85
1115.18,1341.76,2885.05,0,0,1,2.22045e-16,1,0,222.238,1753.96,2885.05,222.238,1753.96,2885.05,24,85
1115.18,2456.04,3600.21,0,0,1,2.22045e-16,1,0,239.721,2186.37,3600.21,239.721,2186.37,3600.21,24,87
1115.18,2456.04,3625.21,0,0,1,2.22045e-16,1,0,240.342,2201.48,3625.21,240.342,2201.48,3625.21,24,87
1115.18,2456.04,3650.21,0,0,1,2.22045e-16,1,0,240.962,2216.6,3650.21,240.962,2216.6,3650.21,24,87
1503.4,3420.31,5835.05,0,0,1,2.22045e-16,1,0,295.207,3537.13,5835.05,295.207,3537.13,5835.05,24,94
1503.4,3420.31,5860.05,0,0,1,2.22045e-16,1,0,295.831,3552.23,5860.05,295.831,3552.23,5860.05,24,94
1503.4,3420.31,5885.05,0,0,1,2.22045e-16,1,0,296.455,3567.33,5885.05,296.455,3567.33,5885.05,24,94
-1115.18,-242.938,-164.95,0,0,1,0,1,0,-731.491,-46.1688,-164.95,-731.491,-46.1688,-164.95,25,84
-1115.18,-242.938,-139.95,0,0,1,0,1,0,-740.314,-30.9403,-139.95,-740.314,-30.9403,-139.95,25,84
-1115.18,-242.938,-114.95,0,0,1,0,1,0,-752.919,-13.7218,-114.95,-752.919,-13.7218,-114.95,25,84
726.947,-1326.81,-2399.79,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,833.485,-1407.68,-2399.79,833.485,-1407.68,-2399.79,26,102
726.947,-1326.81,-2374.79,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,836.578,-1392.83,-2374.79,836.578,-1392.83,-2374.79,26,102
726.947,-1326.81,-2349.79,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,839.724,-1377.73,-2349.34,839.669,-1377.99,-2349.79,26,102
1115.18,-362.538,-164.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1111.98,-81.4956,-164.95,1111.98,-81.4956,-164.95,26,101
1115.18,-362.538,-139.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1115.1,-66.6539,-139.95,1115.1,-66.6539,-139.95,26,101
1115.18,-362.538,-114.95,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1118.22,-51.8116,-114.95,1118.22,-51.8116,-114.95,26,101
1115.18,751.737,600.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1207.28,373.054,600.215,1207.28,373.054,600.215,26,103
1115.18,751.737,625.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1210.4,387.911,625.215,1210.4,387.911,625.215,26,103
1115.18,751.737,650.215,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1213.51,402.768,650.215,1213.51,402.768,650.215,26,103
1503.4,1716.01,2835.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1486.72,1700.92,2835.05,1486.72,1700.92,2835.05,26,110
1503.4,1716.01,2860.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1489.85,1715.78,2860.05,1489.85,1715.78,2860.05,26,110
1503.4,1716.01,2885.05,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1492.98,1730.69,2885.13,1492.97,1730.64,2885.05,26,110
1503.4,1716.01,3600.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1582.51,2155.97,3600.21,1582.51,2155.97,3600.21,26,110
1503.4,1716.01,3625.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1585.64,2170.85,3625.21,1585.64,2170.85,3625.21,26,110
1503.4,1716.01,3650.21,-5.55112e-17,5.55112e-17,1,1.83697e-16,1,-5.55112e-17,1588.76,2185.73,3650.21,1588.76,2185.73,3650.21,26,110
-1115.18,257.888,-164.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-814.38,-40.7526,-164.95,-814.38,-40.7526,-164.95,29,161
-1115.18,257.888,-139.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-816.636,-35.8026,-139.95,-816.636,-35.8026,-139.95,29,161
-1115.18,257.888,-114.95,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-818.889,-30.8533,-114.95,-818.889,-30.8533,-114.95,29,161
-1115.18,257.888,600.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-883.411,110.875,600.215,-883.411,110.875,600.215,29,161
-1115.18,257.888,625.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-885.671,115.836,625.215,-885.671,115.836,625.215,29,161
-1115.18,257.888,650.215,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-887.931,120.797,650.215,-887.931,120.797,650.215,29,161
-1503.4,257.888,2835.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1085.63,554.681,2835.05,-1085.63,554.681,2835.05,29,162
-1503.4,257.888,2860.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1087.93,559.71,2860.35,-1087.9,559.651,2860.05,29,162
-1503.4,257.888,2885.05,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1090.17,564.622,2885.05,-1090.17,564.622,2885.05,29,162
-1503.4,257.888,3600.21,0,-3.08149e-33,1,6.12323e-17,1,3.08149e-33,-1155.12,707.12,3600.21,-1155.12,707.12,3600.21,29,162
